Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Gender,Relationship_Status,Hometown,Unit,Decision_skill_possess,Compensation_and_Benefits,Attrition_rate
24.0,3,5.0,1,65,0,3,7.0,1.0,3,1.6081,-0.4537,2.0,2,6,3,1,0,2,10,2,2,0.1417
47.0,3,10.0,3,59,1,1,8.0,3.0,5,-1.8176,0.7075,1.0,1,7,4,1,0,2,2,1,2,0.0664
28.0,4,6.0,2,28,0,3,8.0,3.0,3,-1.8176,-0.4537,1.0,2,7,5,0,1,2,10,2,2,0.1593
32.0,2,5.0,2,50,1,3,4.0,2.0,4,-0.9612,1.8688,3.0,4,8,5,0,0,4,9,0,3,0.4011
22.0,5,3.0,3,34,1,5,8.0,1.0,3,-0.1048,0.7075,2.0,4,8,4,1,1,4,7,1,3,0.0169
38.0,4,21.0,3,26,2,2,1.0,3.0,4,0.7516,0.7075,2.0,3,7,3,0,0,4,2,0,0,0.1581
22.0,4,3.0,1,62,1,4,6.0,3.0,3,1.6081,-0.4537,2.0,4,8,3,0,0,1,8,3,3,0.1345
21.0,3,2.0,2,22,1,4,8.0,4.0,2,0.7516,0.7075,2.0,3,7,3,1,0,3,2,1,2,0.1591
41.0,4,2.0,2,42,0,4,5.0,3.0,4,-0.1048,-0.4537,2.0,3,6,3,0,1,1,6,0,4,0.1512
38.0,3,10.0,3,42,1,2,4.0,3.0,3,-0.9612,0.7075,2.0,4,7,3,1,0,1,10,1,2,0.0358
43.0,5,14.0,2,36,2,2,3.0,2.0,3,-0.1048,0.7075,2.0,4,6,5,0,1,3,7,2,2,0.0709
49.0,4,27.0,3,67,0,3,4.0,1.0,3,-0.1048,1.8688,1.0,4,7,3,0,0,3,2,1,2,0.1281
59.0,3,33.0,1,36,2,3,5.0,1.0,4,-0.1048,0.7075,3.0,3,5,3,0,0,3,6,1,2,0.0679
46.0,1,20.0,1,35,2,3,4.0,1.0,3,0.7516,0.7075,2.0,4,6,3,0,0,4,9,3,2,0.4467
28.0,3,4.0,3,28,2,3,8.0,1.0,4,-0.9612,-0.4537,2.0,3,8,3,1,1,3,3,1,3,0.6292
35.0,1,6.0,4,45,2,2,6.0,5.0,3,0.7516,0.7075,2.0,3,8,5,1,0,3,9,0,2,0.2528
65.0,3,36.0,2,64,0,1,7.0,3.0,3,-0.9612,0.7075,2.0,3,8,3,0,0,1,3,0,2,0.0697
20.0,4,1.0,1,33,2,4,5.0,1.0,3,-1.8176,0.7075,2.0,3,5,1,1,1,3,9,2,3,0.0642
28.0,4,6.0,4,56,0,4,9.0,1.0,3,-0.9612,-2.7762,2.0,3,7,3,0,1,2,8,1,3,0.9808
31.0,3,2.0,2,57,0,2,10.0,2.0,3,-0.1048,0.7075,2.0,3,5,4,1,0,4,2,3,2,0.9217
28.0,5,6.0,2,39,1,1,8.0,1.0,3,-0.1048,-0.4537,3.0,4,8,3,1,1,1,10,3,2,0.0289
22.0,3,3.0,3,43,1,2,2.0,1.0,4,0.7516,-0.4537,2.0,2,7,4,1,0,4,3,1,3,0.0331
32.0,3,7.0,2,67,0,5,8.0,2.0,1,0.7516,0.7075,3.0,3,8,4,1,0,2,9,0,3,0.1799
38.0,4,15.0,4,62,1,5,7.0,3.0,3,0.7516,-2.7762,2.0,3,8,2,1,0,2,2,1,2,0.5776
41.0,2,14.0,1,37,2,4,7.0,2.0,4,-0.1048,-1.615,1.0,2,6,3,0,0,3,3,2,2,0.0855
41.0,4,7.0,3,62,2,5,6.0,1.0,3,-0.1048,-0.4537,2.0,3,6,3,0,1,3,2,0,4,0.7863
38.0,3,10.0,2,49,1,3,7.0,1.0,3,-0.1048,0.7075,2.0,1,8,3,1,0,2,10,1,2,0.0323
21.0,3,2.0,1,44,1,2,5.0,3.0,3,-1.8176,0.7075,2.0,1,7,3,0,1,2,10,1,2,0.2395
29.0,4,5.0,1,61,1,1,6.0,1.0,4,0.7516,-0.4537,1.0,3,6,3,1,0,4,7,0,2,0.0979
49.0,3,10.0,3,68,1,1,4.0,2.0,3,-0.1048,-0.4537,2.0,2,6,3,1,0,3,9,0,3,0.0021
40.0,3,13.0,4,33,0,2,7.0,1.0,3,-0.1048,1.8688,2.0,2,8,3,1,1,1,7,1,2,0.2526
29.0,4,6.0,3,27,1,2,8.0,3.0,3,0.7516,-0.4537,2.0,3,6,3,0,0,2,2,2,3,0.0144
57.0,4,26.0,1,41,1,2,5.0,1.0,4,-0.1048,-0.4537,1.0,4,8,5,1,0,2,8,0,2,0.2388
29.0,3,7.0,3,32,1,1,7.0,1.0,4,-0.9612,-2.7762,2.0,3,8,1,1,0,2,3,2,3,0.1369999999999999
19.0,3,0.0,0,72,2,4,7.0,3.0,3,-0.1048,-1.615,1.0,5,8,2,1,0,3,10,1,2,0.5944
56.0,3,26.0,2,74,0,1,6.0,2.0,3,0.7516,1.8688,2.0,2,6,3,0,1,3,2,2,2,0.0473
56.0,2,18.0,2,64,2,1,6.0,3.0,2,0.7516,-0.4537,2.0,2,6,3,1,0,0,10,2,3,0.2672
23.0,1,4.0,3,34,1,4,4.0,3.0,1,1.6081,-0.4537,1.0,2,8,3,0,0,1,3,2,2,0.04
37.0,4,19.0,1,36,0,3,6.0,1.0,5,1.6081,0.7075,3.0,2,7,3,0,0,2,3,0,2,0.2376
45.0,3,19.0,1,50,0,2,8.0,3.0,3,0.7516,-0.4537,2.0,1,8,2,0,0,3,10,3,2,0.2798
41.0,3,8.0,3,46,1,3,3.0,4.0,3,0.7516,1.8688,2.0,2,7,5,1,0,2,0,1,2,0.0984
63.0,3,31.0,4,56,0,2,7.0,3.0,5,1.6081,0.7075,2.0,3,8,3,0,1,1,0,2,1,0.1891
37.0,3,13.0,1,68,1,5,9.0,1.0,2,0.7516,0.7075,3.0,2,6,3,1,0,1,2,3,2,0.1921
60.0,5,22.0,1,42,2,3,8.0,2.0,2,-1.8176,-0.4537,1.0,5,8,5,1,1,3,3,3,2,0.2925
37.0,1,9.0,4,59,1,1,3.0,3.0,2,-0.1048,-0.4537,2.0,3,6,1,0,0,4,3,0,3,0.1441
31.0,3,8.0,1,67,0,4,6.0,3.0,4,0.7516,-0.4537,3.0,4,8,3,0,0,2,2,2,2,0.2114
36.0,3,13.0,4,40,2,4,8.0,2.0,5,-0.9612,0.7075,3.0,5,5,5,1,0,0,10,3,2,0.0484
56.0,3,23.0,4,55,1,3,5.0,1.0,3,0.7516,-0.4537,2.0,5,6,5,1,0,3,5,1,2,0.1701
57.0,4,25.0,1,31,0,1,4.0,2.0,4,-0.1048,0.7075,2.0,5,6,3,1,0,2,3,0,2,0.0486
49.0,3,18.0,2,56,2,2,8.0,4.0,3,-0.1048,-0.4537,2.0,4,8,2,0,0,4,3,3,3,0.1654
55.0,3,21.0,2,32,0,2,7.0,3.0,3,0.7516,-0.4537,2.0,2,7,3,1,0,2,3,2,2,0.1644
55.0,4,30.0,2,46,0,2,3.0,4.0,3,-0.1048,-0.4537,2.0,2,6,3,0,0,3,10,1,4,0.0672
37.0,2,25.0,1,21,0,1,4.0,4.0,3,-0.1048,-0.4537,2.0,3,7,4,0,0,0,7,0,3,0.0987
42.0,3,5.0,4,58,1,3,4.0,4.0,4,-0.1048,-0.4537,2.0,3,7,3,0,1,2,10,0,3,0.0031
24.0,2,5.0,4,27,1,3,4.0,3.0,2,-0.9612,-0.4537,1.0,2,8,3,1,0,2,5,0,2,0.0197
37.0,4,11.0,2,65,2,2,1.0,1.0,3,-1.8176,-0.4537,2.0,3,8,3,1,0,3,10,3,3,0.259
38.0,2,15.0,4,25,0,3,4.0,2.0,3,-0.9612,0.7075,3.0,4,8,5,1,1,4,3,2,3,0.6052
43.0,3,17.0,3,26,2,2,5.0,2.0,3,0.7516,-0.4537,1.0,3,8,3,0,0,4,0,2,2,0.0933
59.0,1,29.0,3,42,1,4,4.0,2.0,5,0.7516,-0.4537,2.0,3,6,3,0,0,2,0,2,3,0.2806
22.0,4,3.0,2,23,2,4,7.0,1.0,4,-1.8176,-0.4537,2.0,3,8,3,0,0,3,5,2,3,0.0749
37.0,2,9.0,1,38,0,3,8.0,3.0,1,0.7516,1.8688,2.0,3,7,3,0,1,4,2,0,2,0.4713
24.0,2,5.0,4,42,0,4,9.0,2.0,5,-0.9612,-0.4537,2.0,3,9,3,0,1,2,7,1,0,0.2781
52.0,3,27.0,4,20,2,4,4.0,1.0,1,0.7516,-0.4537,2.0,3,7,5,0,1,2,7,1,2,0.2246
40.0,4,18.0,2,40,1,1,9.0,2.0,4,-0.1048,1.8688,2.0,5,8,3,0,0,4,6,3,3,0.1543
42.0,3,27.0,4,39,2,2,5.0,3.0,4,-0.9612,1.8688,2.0,4,9,2,0,1,0,3,0,2,0.5284
27.0,1,3.0,3,67,1,2,7.0,2.0,3,0.7516,-0.4537,2.0,2,7,4,0,1,1,0,3,2,0.1485
58.0,2,32.0,4,74,0,2,6.0,1.0,3,-0.9612,-0.4537,2.0,1,8,1,0,0,2,0,0,2,0.0544
30.0,2,8.0,3,65,1,3,3.0,1.0,2,-0.9612,-0.4537,2.0,3,7,4,0,0,2,6,1,3,0.1543
49.0,4,16.0,2,54,1,3,8.0,3.0,4,-0.1048,-2.7762,2.0,2,9,1,0,0,1,7,0,2,0.4956
54.0,5,27.0,1,53,1,3,8.0,1.0,3,-0.1048,-1.615,2.0,3,8,4,1,0,0,3,0,3,0.0564
45.0,4,13.0,1,48,1,3,8.0,2.0,3,-0.1048,-0.4537,2.0,2,5,3,1,1,2,10,1,2,0.1544
52.0,5,29.0,4,50,1,2,7.0,4.0,4,-0.1048,-0.4537,2.0,3,7,2,0,0,3,3,1,1,0.072
27.0,1,4.0,1,30,1,2,6.0,4.0,3,-0.1048,1.8688,2.0,3,9,3,0,0,4,10,2,3,0.0974
29.0,3,6.0,4,56,1,4,5.0,1.0,1,-0.1048,-0.4537,1.0,3,6,4,1,0,1,9,2,2,0.2535
62.0,4,39.0,4,62,1,2,9.0,1.0,4,-1.8176,0.7075,1.0,2,6,3,0,0,2,6,3,2,0.096
37.0,3,4.0,1,69,1,4,5.0,1.0,3,-0.9612,-0.4537,1.0,4,8,4,1,1,2,2,2,2,0.1642
24.0,2,5.0,1,74,1,3,7.0,1.0,1,-1.8176,-0.4537,2.0,3,9,3,1,0,1,3,1,2,0.1338
47.0,5,24.0,2,28,1,2,5.0,3.0,3,-0.1048,-0.4537,2.0,3,7,3,0,0,0,10,0,3,0.0369
22.0,3,3.0,3,49,0,2,10.0,3.0,4,-0.1048,-0.4537,1.0,3,8,4,1,0,4,10,1,3,0.045
20.0,2,1.0,1,37,2,1,8.0,2.0,3,-0.9612,-0.4537,2.0,3,6,4,0,1,0,3,1,2,0.1704
36.0,3,12.0,1,57,1,1,5.0,2.0,3,1.6081,-0.4537,2.0,3,8,5,0,1,3,0,3,2,0.0879
62.0,3,40.0,1,49,1,1,6.0,2.0,3,-1.8176,1.8688,2.0,3,6,2,1,1,0,5,1,3,0.6367
37.0,3,31.0,1,30,1,5,5.0,2.0,4,-1.8176,0.7075,3.0,2,7,3,0,0,3,3,0,3,0.1474
56.0,3,34.0,1,24,1,3,7.0,1.0,3,-0.9612,0.7075,1.0,4,6,3,1,0,3,5,0,2,0.0164
52.0,3,20.0,1,46,1,3,7.0,1.0,3,-0.1048,-0.4537,2.0,2,9,4,1,1,3,0,2,3,0.1924
58.0,2,35.0,3,20,1,3,5.0,1.0,3,-0.1048,0.7075,2.0,4,8,3,1,1,2,2,0,2,0.0436
29.0,3,6.0,3,32,1,3,5.0,3.0,3,-0.9612,0.7075,2.0,4,8,3,1,0,3,11,2,2,0.0579
65.0,4,30.0,2,37,0,2,10.0,2.0,3,-0.1048,-0.4537,1.0,3,7,2,1,0,2,5,1,3,0.1462
59.0,5,21.0,3,39,1,3,6.0,2.0,3,0.7516,0.7075,2.0,3,8,3,1,1,1,5,2,2,0.2743
30.0,3,6.0,3,66,1,3,9.0,3.0,3,0.7516,-0.4537,2.0,4,9,4,0,0,3,10,0,2,0.5188
35.0,2,12.0,3,58,0,3,8.0,1.0,4,-0.9612,0.7075,2.0,3,8,3,0,1,3,2,2,3,0.0465
28.0,2,5.0,1,52,1,1,5.0,3.0,4,-0.1048,0.7075,2.0,1,8,3,1,0,0,1,0,2,0.1542
42.0,3,13.0,4,71,2,3,5.0,1.0,3,0.7516,-0.4537,2.0,3,8,5,1,0,2,3,0,3,0.2949
27.0,2,5.0,4,28,0,2,6.0,1.0,5,-0.1048,-0.4537,2.0,3,7,3,0,1,2,3,3,4,0.6259
57.0,2,35.0,4,28,1,4,6.0,3.0,3,-0.1048,-0.4537,1.0,3,8,5,1,0,1,10,2,2,0.0493
22.0,4,3.0,3,46,1,2,7.0,3.0,3,-0.1048,-1.615,2.0,3,6,3,1,0,2,3,0,2,0.0447
24.0,3,5.0,2,53,1,5,6.0,1.0,3,-0.1048,0.7075,3.0,2,8,2,0,0,3,2,0,4,0.1466
20.0,3,1.0,1,27,0,1,8.0,4.0,1,-0.1048,0.7075,2.0,4,9,4,0,0,4,0,0,3,0.4671
28.0,4,4.0,2,74,1,5,6.0,1.0,3,-1.8176,0.7075,2.0,2,8,1,0,1,2,9,0,4,0.1279
23.0,3,4.0,1,65,1,3,4.0,2.0,2,0.7516,0.7075,2.0,1,8,3,0,0,4,3,1,2,0.2352
58.0,3,36.0,3,44,1,2,3.0,2.0,4,0.7516,-0.4537,2.0,3,5,3,1,1,3,3,0,2,0.163
36.0,3,14.0,3,24,1,4,4.0,3.0,3,-0.9612,0.7075,2.0,3,7,4,1,0,2,3,0,3,0.0111
28.0,3,6.0,1,56,0,1,1.0,2.0,3,1.6081,-0.4537,2.0,2,6,1,1,0,2,10,1,3,0.0743
47.0,1,14.0,1,59,1,3,4.0,3.0,3,-0.1048,-0.4537,3.0,4,6,3,0,0,3,9,0,2,0.0943
28.0,3,5.0,4,34,1,4,10.0,4.0,1,0.7516,0.7075,1.0,3,6,1,1,1,2,8,2,2,0.2816
19.0,3,0.0,0,59,1,3,6.0,2.0,2,-1.8176,-0.4537,2.0,3,7,4,0,1,2,9,3,2,0.0953
48.0,5,16.0,2,74,1,1,4.0,4.0,3,-0.1048,-0.4537,3.0,2,8,3,0,0,3,9,2,4,0.2699
19.0,3,0.0,0,70,1,3,5.0,4.0,3,0.7516,1.8688,2.0,4,5,3,0,1,1,9,1,3,0.1344
27.0,4,3.0,2,68,1,1,8.0,2.0,4,1.6081,-1.615,1.0,5,5,3,0,1,2,2,0,3,0.1545
19.0,1,0.0,0,44,0,5,3.0,2.0,4,-1.8176,0.7075,2.0,2,5,3,1,0,3,9,2,3,0.1353
37.0,3,10.0,4,72,2,4,8.0,2.0,4,0.7516,-0.4537,2.0,3,7,3,0,0,2,1,3,2,0.1107
20.0,3,1.0,1,40,1,3,7.0,1.0,3,0.7516,0.7075,2.0,2,8,3,1,0,0,2,1,2,0.2425
32.0,1,5.0,3,20,1,3,7.0,3.0,3,-0.1048,1.8688,2.0,4,8,3,0,0,4,2,3,3,0.1097
37.0,4,17.0,1,37,1,4,6.0,3.0,3,0.7516,0.7075,2.0,2,8,5,0,1,2,10,1,3,0.0569
47.0,4,24.0,2,55,1,3,8.0,2.0,4,-0.1048,0.7075,2.0,4,8,2,1,1,2,5,3,2,0.5066
37.0,3,16.0,2,50,0,5,6.0,2.0,1,-0.1048,-0.4537,2.0,4,9,3,0,0,2,2,2,2,0.0213
52.0,4,13.0,1,24,1,3,6.0,3.0,2,1.6081,-0.4537,2.0,3,7,3,0,1,2,10,1,3,0.0202
60.0,3,38.0,4,34,1,2,10.0,2.0,1,-0.1048,-1.615,2.0,2,7,3,0,0,3,11,2,3,0.0374
23.0,3,4.0,2,22,1,3,6.0,1.0,3,0.7516,0.7075,2.0,2,5,3,1,0,2,3,1,3,0.1514
42.0,3,17.0,2,44,0,2,2.0,2.0,3,1.6081,0.7075,1.0,2,8,4,0,1,1,7,0,3,0.0943
41.0,4,5.0,4,42,0,3,6.0,3.0,3,-0.9612,0.7075,2.0,4,7,5,0,0,1,10,2,2,0.281
24.0,3,5.0,3,70,1,4,3.0,2.0,4,-0.1048,-0.4537,2.0,4,8,1,0,1,3,10,2,3,0.2424
22.0,2,3.0,2,27,1,4,6.0,2.0,2,-0.1048,-0.4537,2.0,2,7,1,0,0,2,6,1,2,0.141
34.0,4,10.0,2,40,1,3,8.0,3.0,3,-0.1048,-0.4537,2.0,3,9,3,0,0,4,2,3,2,0.1756
49.0,3,23.0,4,23,1,2,8.0,2.0,3,1.6081,0.7075,3.0,3,8,3,1,0,4,10,1,2,0.1069
37.0,4,11.0,4,57,2,4,1.0,1.0,2,0.7516,-0.4537,2.0,4,8,5,0,0,1,10,2,3,0.1756
39.0,3,13.0,2,63,1,3,7.0,3.0,3,-0.1048,-0.4537,2.0,3,5,3,1,0,1,2,1,2,0.0696
38.0,5,6.0,3,30,2,2,5.0,3.0,3,-0.1048,-0.4537,2.0,2,5,3,0,0,0,3,2,2,0.0422
32.0,4,3.0,3,61,2,3,8.0,2.0,2,0.7516,0.7075,1.0,2,5,3,0,1,3,10,3,2,0.0206
47.0,2,21.0,3,21,0,2,7.0,1.0,3,-1.8176,0.7075,2.0,2,5,5,0,1,0,2,3,3,0.2621
57.0,3,28.0,4,48,1,3,5.0,4.0,2,-0.1048,-0.4537,2.0,4,7,3,0,0,3,3,0,2,0.2275
45.0,1,17.0,3,70,1,3,6.0,1.0,2,0.7516,-0.4537,1.0,3,6,3,0,0,4,8,2,2,0.4005
19.0,1,0.0,0,49,1,1,8.0,4.0,3,-0.1048,0.7075,2.0,3,9,4,0,1,4,3,0,2,0.6315
22.0,3,3.0,2,24,1,5,8.0,1.0,3,0.7516,-0.4537,2.0,4,8,2,0,1,2,7,3,3,0.1239
38.0,4,16.0,3,51,0,1,8.0,2.0,3,0.7516,0.7075,1.0,2,8,5,1,0,1,3,1,3,0.1081
35.0,1,9.0,4,50,2,2,4.0,1.0,1,-0.9612,-0.4537,1.0,4,8,3,0,0,4,6,3,2,0.212
28.0,2,6.0,3,39,2,2,8.0,4.0,3,0.7516,1.8688,2.0,2,7,3,0,0,2,10,3,2,0.2304
35.0,1,11.0,1,48,0,4,6.0,3.0,5,0.7516,-0.4537,2.0,3,7,2,1,0,2,0,1,2,0.1164
59.0,1,21.0,4,54,1,3,8.0,2.0,2,0.7516,0.7075,1.0,5,6,1,1,0,1,2,1,2,0.0509
52.0,3,21.0,3,27,1,4,8.0,3.0,1,-0.9612,0.7075,2.0,4,8,2,0,0,1,3,2,2,0.1319
23.0,3,4.0,2,42,0,1,8.0,1.0,3,0.7516,0.7075,2.0,3,8,1,0,0,3,9,2,2,0.2947
42.0,1,14.0,2,58,1,3,8.0,1.0,3,0.7516,0.7075,2.0,3,8,3,1,1,1,6,0,3,0.1818
19.0,3,0.0,0,71,0,1,8.0,2.0,2,0.7516,-0.4537,2.0,5,8,3,1,0,3,4,2,2,0.123
20.0,3,1.0,1,22,0,1,8.0,1.0,4,1.6081,-0.4537,1.0,4,6,3,0,0,3,2,3,3,0.2376
27.0,2,5.0,4,22,2,3,5.0,1.0,4,-1.8176,0.7075,2.0,4,6,2,1,0,3,10,1,2,0.012
64.0,3,35.0,2,58,1,3,10.0,4.0,4,0.7516,-0.4537,2.0,2,6,3,0,0,1,10,0,4,0.1261
42.0,3,6.0,4,56,1,4,8.0,2.0,3,-0.9612,0.7075,2.0,1,8,4,0,0,1,9,3,3,0.2447
37.0,3,15.0,3,22,1,3,5.0,4.0,3,-0.1048,-0.4537,2.0,2,5,3,0,0,2,2,2,3,0.1754
21.0,3,2.0,2,72,2,3,6.0,3.0,4,-0.9612,0.7075,2.0,4,6,3,1,0,3,10,2,4,0.252
59.0,1,21.0,1,32,1,2,7.0,1.0,3,0.7516,-1.615,3.0,4,8,3,0,0,2,2,2,2,0.0495
22.0,4,3.0,2,66,0,2,7.0,4.0,2,-0.9612,-1.615,1.0,4,8,1,1,0,2,3,3,2,0.1532
21.0,4,2.0,2,52,1,1,9.0,1.0,2,0.7516,-0.4537,2.0,3,8,3,0,0,3,3,3,4,0.1879
27.0,2,3.0,3,58,1,2,4.0,2.0,3,0.7516,-0.4537,2.0,3,8,4,1,0,0,0,2,2,0.0884
63.0,2,39.0,1,34,0,3,8.0,3.0,3,-0.1048,0.7075,2.0,3,8,3,1,1,2,3,1,2,0.215
38.0,3,22.0,3,47,2,4,9.0,3.0,3,-0.1048,-0.4537,2.0,3,9,3,0,0,2,0,2,2,0.0861
21.0,3,2.0,2,29,1,2,6.0,3.0,3,1.6081,0.7075,2.0,4,9,3,1,0,3,1,1,3,0.1722
37.0,1,22.0,1,24,1,1,5.0,1.0,3,0.7516,0.7075,1.0,2,5,2,0,0,2,3,1,2,0.1249
23.0,3,4.0,4,54,0,4,7.0,3.0,3,0.7516,0.7075,2.0,3,5,3,0,0,2,9,0,3,0.4062
60.0,3,26.0,4,67,1,5,7.0,3.0,3,-0.1048,0.7075,1.0,1,8,3,0,0,1,3,2,2,0.037
60.0,3,21.0,4,64,1,2,4.0,3.0,5,-0.1048,-0.4537,2.0,5,7,3,1,1,1,10,3,2,0.15
20.0,3,1.0,1,47,0,5,7.0,4.0,3,0.7516,-0.4537,2.0,4,6,3,0,0,4,9,0,3,0.0545
22.0,3,3.0,3,37,1,2,8.0,1.0,3,-0.1048,1.8688,1.0,3,5,3,0,0,3,7,2,2,0.1218
21.0,3,2.0,2,74,0,2,1.0,3.0,3,0.7516,0.7075,1.0,2,7,3,0,0,3,3,3,2,0.2899
45.0,4,13.0,4,28,0,2,6.0,3.0,3,0.7516,0.7075,2.0,4,5,3,1,0,4,2,0,2,0.0415
23.0,3,4.0,3,37,0,2,7.0,4.0,5,0.7516,-0.4537,3.0,2,5,3,1,0,3,5,0,2,0.036
25.0,2,6.0,4,72,1,1,9.0,3.0,4,-1.8176,-0.4537,2.0,4,8,5,0,0,0,3,3,3,0.1165
21.0,4,2.0,2,56,1,3,3.0,2.0,4,-0.9612,-0.4537,3.0,3,9,5,0,0,0,2,0,2,0.2951
54.0,3,30.0,2,48,2,3,6.0,1.0,3,-0.1048,0.7075,1.0,2,6,4,0,0,4,8,1,2,0.0009
20.0,4,1.0,1,30,1,2,9.0,3.0,3,-0.1048,-0.4537,2.0,2,8,3,0,0,3,2,0,3,0.0014
19.0,5,0.0,0,67,1,4,6.0,1.0,3,0.7516,1.8688,2.0,2,8,2,1,1,1,0,1,3,0.2454
59.0,4,35.0,1,55,0,2,8.0,3.0,3,0.7516,-0.4537,2.0,5,7,5,0,1,4,7,3,3,0.1806
47.0,3,18.0,4,34,0,2,5.0,1.0,2,0.7516,0.7075,2.0,4,5,3,0,1,2,11,0,3,0.0817
26.0,1,4.0,3,45,1,4,10.0,2.0,3,0.7516,0.7075,2.0,3,5,3,1,1,4,3,3,3,0.2975
26.0,4,3.0,3,38,1,2,6.0,3.0,3,-0.1048,0.7075,2.0,4,6,4,0,1,4,10,3,3,0.0504
58.0,3,27.0,2,49,1,3,9.0,1.0,3,1.6081,-2.7762,2.0,2,9,4,1,0,3,3,1,3,0.017
45.0,4,16.0,4,67,1,2,5.0,1.0,4,-0.1048,0.7075,2.0,3,6,3,0,1,3,5,0,2,0.0159
62.0,3,29.0,1,29,1,4,4.0,1.0,4,0.7516,-0.4537,2.0,3,5,5,0,1,0,9,0,2,0.5347
54.0,4,15.0,4,26,1,3,5.0,1.0,4,-0.1048,-0.4537,2.0,3,8,4,0,0,4,2,2,0,0.0182
26.0,3,2.0,2,58,2,2,4.0,3.0,3,-0.1048,0.7075,2.0,3,6,3,0,0,2,1,3,2,0.1167
52.0,4,26.0,1,27,0,3,8.0,4.0,1,-0.1048,-0.4537,2.0,4,8,3,0,1,1,9,2,3,0.1945
35.0,4,10.0,3,47,2,3,6.0,2.0,1,0.7516,-0.4537,3.0,2,8,2,0,0,0,3,0,3,0.1189
34.0,2,12.0,3,49,1,2,6.0,1.0,3,1.6081,-0.4537,2.0,2,8,3,1,1,1,3,0,2,0.2636
30.0,3,7.0,1,67,2,3,3.0,3.0,5,-1.8176,-2.7762,2.0,3,8,3,1,1,2,10,1,3,0.0526
49.0,4,22.0,2,31,2,2,5.0,1.0,4,-1.8176,-0.4537,2.0,2,8,4,0,1,2,3,1,3,0.0587
59.0,1,28.5,3,58,1,3,10.0,2.0,3,0.7516,-0.4537,1.0,4,7,3,1,1,1,2,3,2,0.6304
47.0,3,9.0,4,21,1,2,7.0,3.0,2,-0.1048,1.8688,2.0,3,5,3,0,0,4,10,1,0,0.0696
32.0,2,3.0,3,40,0,3,8.0,1.0,3,-0.9612,-0.4537,2.0,3,7,2,0,0,4,10,1,2,0.1402
51.0,3,29.0,2,70,1,5,9.0,2.0,3,-0.9612,0.7075,3.0,1,8,3,1,0,3,0,0,2,0.0703
60.0,3,32.0,1,50,1,2,4.0,4.0,4,-0.1048,0.7075,2.0,3,5,5,1,0,3,2,0,2,0.0182
24.0,4,5.0,2,54,0,3,8.0,2.0,3,0.7516,-0.4537,1.0,2,6,3,1,0,1,2,1,3,0.0324
22.0,2,3.0,3,60,0,1,6.0,2.0,3,0.7516,1.8688,2.0,4,8,3,0,1,4,10,3,3,0.1832
28.0,5,6.0,1,56,1,5,5.0,2.0,3,-0.1048,1.8688,2.0,2,8,3,0,0,3,3,1,3,0.1871
37.0,3,4.0,2,23,2,1,5.0,5.0,3,-0.9612,-0.4537,1.0,4,8,5,1,1,0,0,1,2,0.0213
33.0,4,4.0,1,55,1,2,5.0,3.0,3,0.7516,-0.4537,2.0,3,8,4,0,0,4,5,1,2,0.171
43.0,4,11.0,1,59,1,2,5.0,4.0,3,0.7516,-0.4537,2.0,2,6,3,1,1,2,4,0,2,0.4247
25.0,4,6.0,4,71,1,4,5.0,2.0,5,0.7516,0.7075,2.0,3,5,5,1,0,2,8,2,2,0.1031
36.0,3,9.0,2,35,0,3,6.0,1.0,3,-0.1048,-0.4537,3.0,3,5,3,0,0,0,5,1,2,0.0102
49.0,5,19.0,1,48,2,2,1.0,3.0,3,0.7516,-0.4537,2.0,1,8,3,0,1,2,7,0,2,0.1636
59.0,5,31.0,2,52,0,3,9.0,4.0,3,-1.8176,-0.4537,2.0,1,9,3,0,0,1,2,3,3,0.2239
30.0,3,8.0,1,34,1,1,6.0,1.0,2,-0.9612,-0.4537,1.0,2,6,4,1,0,2,2,1,2,0.1168
45.0,5,20.0,3,45,1,2,6.0,2.0,3,-0.1048,-0.4537,1.0,5,8,3,0,1,3,1,1,2,0.0869
41.0,2,12.0,3,61,1,2,6.0,1.0,4,-0.1048,1.8688,2.0,2,6,4,0,0,4,0,3,2,0.7512
59.0,2,21.0,3,57,0,4,5.0,3.0,3,-0.1048,0.7075,2.0,2,6,3,0,0,4,2,3,3,0.183
50.0,5,17.0,1,48,2,3,8.0,3.0,4,-0.1048,0.7075,2.0,2,8,3,1,1,4,7,3,3,0.2922
44.0,3,5.0,3,42,1,5,4.0,3.0,3,0.7516,1.8688,2.0,4,8,4,0,1,2,3,2,2,0.1896
31.0,3,4.0,2,40,0,3,3.0,4.0,3,0.7516,0.7075,2.0,4,7,4,1,1,3,1,3,3,0.1593
49.0,1,16.0,3,57,2,2,1.0,1.0,5,-1.8176,-1.615,2.0,3,5,3,1,1,1,5,3,3,0.1745
65.0,3,28.0,2,24,0,3,8.0,4.0,3,0.7516,-0.4537,2.0,4,8,5,0,1,3,3,1,3,0.2343
41.0,3,6.0,4,42,1,2,5.0,4.0,4,1.6081,-0.4537,2.0,2,5,3,1,1,0,5,2,2,0.1189
